;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
129;mythsandlegendsaroundtheworldcollection04_2101_librivox;Myths and Legends Around the World - Collection 04;"LibriVox recording of Myths and Legends Around the World - Collection 04 by Various. Read in English by Maximillian Gray; Alayna Kennedy; Colleen McMahon; Cameron Davis; Gaby; Gabrielle Rodriguez; domarisdione; SomethingClever; Sonrisa Jones This collection is dedicated to recordings of short mythical or legendary works which are in the Public Domain. The stories tell of legends, heroes, myths, and ancient lore from many different cultures. (Lynette Caulkins) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (64MB)";['Various'];2021-01-01T00:00:00Z;['eng'];101592;399127665;['librivox', 'audiobooks', 'fairy tales', 'myths', 'Legends', 'folklore', 'heroes', 'lore'];audio;https://archive.org/details/mythsandlegendsaroundtheworldcollection04_2101_librivox;librivox, audiobooks, fairy tales, myths, Legends, folklore, heroes, lore;2021-01-01;10;101592;[{'url': 'https://archive.org/download/mythsandlegendsaroundtheworldcollection04_2101_librivox/MythsLegends04_librivox.m4b', 'text': 'M4B Audiobook (64MB)'}]
130;snf079_2101_librivox;Short Nonfiction Collection, Vol. 079;"LibriVox recording of Short Nonfiction Collection, Vol. 079 by Various. Read by LibriVox Volunteers ""It was about the month of May...that I received information ...that two photographs of fairies had been taken in the North of England under circumstances which seemed to put fraud out of the question."" (Arthur Conan Doyle 1920). Differing foundational beliefs and the varied ways men and women seek truth, whether through science, faith, philosophic speculation or political involvement, are highlighted in the selections for vol 079: The Cottingley Fairies; Scientific Ghosts; Matter and Memory; A Village Discussion; The Early Narratives of Genesis; The Connection Between Church and State; The Prince; Miss Morrison's First Visit to the Petit Trianon; The Scientific Work of Miss N.M. Stevens; Homicide; Religion and Philosophy in Germany; The Public Bath Movement; The Right to Work; and Rivers of the Nameless Dead. People and places are the subject of The Pinehurst Tea Gardens; Sights and...";['Various'];2021-01-23T00:00:00Z;['eng'];71326;949675249;['librivox', 'audiobooks', 'science', 'ghosts', 'genetics', 'fairy', 'genesis', 'memory', 'cats', 'Ireland', 'miracle', 'tea', 'time-travel', 'tripoli', 'petit trianon', 'chromosome', 'pinehurst', 'criminality', 'homicide', 'bath house', 'right to work'];audio;https://archive.org/details/snf079_2101_librivox;librivox, audiobooks, science, ghosts, genetics, fairy, genesis, memory, cats, Ireland, miracle, tea, time-travel, tripoli, petit trianon, chromosome, pinehurst, criminality, homicide, bath house, right to work;2021-01-23;3;71326;[{'url': 'https://archive.org/download/snf079_2101_librivox/SNF079_librivox.m4b', 'text': 'M4B Audiobook (154MB)'}]
131;adaptation_2106_librivox;Adaptation;"LibriVox recording of Adaptation by Mack Reynolds. Read in English by Phil Chenevert In 1960 when this was published, the Cold War was at its height. Communism and Free Enterprise (Democracy) were locked in a ferocious struggle to prove that their political ideology was the best form of government for human kind. No holds were barred in this fight; propaganda was poured forth by both sides in a constant push to be seen as better, more progressive, more productive. Nuclear war was a constant threat. I know, I lived through that time. Thankfully the world came through that stressful time without a hot war but the question was not really settled: which is the better system? This story explores that question. ""Hardly had man solved his basic problems on the planet of his origin than he began to fumble into space. Barely a century had elapsed in the exploration of the Solar System than he began to grope for the stars. And suddenly, with an all but religious zeal, mankind conceived its...";['Mack Reynolds'];2021-06-09T00:00:00Z;['eng'];80706;512462273;['librivox', 'audiobooks'];audio;https://archive.org/details/adaptation_2106_librivox;librivox, audiobooks, ;2021-06-09;3;80706;[{'url': 'https://archive.org/download/adaptation_2106_librivox/Adaptation_librivox.m4b', 'text': 'M4B Audiobook (80MB)'}]
132;brain_and_personality_2102_librivox;Brain and Personality, or the Physical Relations of the Brain to the Mind;"LibriVox recording of Brain and Personality, or the Physical Relations of the Brain to the Mind by William Hanna Thomson. Read in English by volunteer readers. One of the earlier works on brain science, relating what was then known or conjectured about the connection between the physical brain and the individual personality, including the ability of speech and language. As this is an early work (1910), some of the information related is, of course, outdated; but much of it is still relevant today. (Summary by TriciaG) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (175MB)";['William Hanna Thomson'];2021-02-07T00:00:00Z;['eng'];109160;1073606449;['librivox', 'audiobooks', 'psychology', 'science', 'biology', 'speech', 'personality', 'brain'];audio;https://archive.org/details/brain_and_personality_2102_librivox;librivox, audiobooks, psychology, science, biology, speech, personality, brain;2021-02-07;20;109160;[{'url': 'https://archive.org/download/brain_and_personality_2102_librivox/BrainPersonality_librivox.m4b', 'text': 'M4B Audiobook (175MB)'}]
133;ssc095_2101_librivox;Short Story Collection Vol. 095;"LibriVox recording of Short Story Collection Vol. 095 by Various. Read in English by Dale Grothmann; KevinS; Phil Schempf; Mike Manolakes; Rob Marland; John Neff ; Colleen McMahon; Nick Vlahakis A diverse collection of short stories selected and read in English by Librivox readers. In this, the 95th volume of Short Stories, we delve into the works of Oscar Wilde, Bret Harte, Lafcadio Hearne and Mark Twain with a few Weird Tales thrown into the mix, bring you stories of mystery, poignant romance, the quirky and the amusing. So sit back and enjoy! For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (131MB)";['Various'];2021-01-18T00:00:00Z;['eng'];86712;813466577;['librivox', 'audiobooks'];audio;https://archive.org/details/ssc095_2101_librivox;librivox, audiobooks, ;2021-01-18;2;86712;[{'url': 'https://archive.org/download/ssc095_2101_librivox/SSC095_librivox.m4b', 'text': 'M4B Audiobook (131MB)'}]
134;ssf_082_2110_librivox;Short Science Fiction Collection 082;"LibriVox recording of Short Science Fiction Collection 082 by Various. Read in English by Kat Adack; Dale Grothmann; Michael Adkins; Yogi McCaw; BarryHaworth; Alex Steele; Edmund Bloxam; Rapunzelina; Chip; Chris Coffin; Stephen R Gagin; Brianna Chiles Science fiction is a genre encompassing imaginative works that take place in this world or that of the author’s creation where anything is possible. The only rules are those set forth by the author. The speculative nature of the genre inspires thought and plants seeds that have led to advances in science. The genre can spark an interest in the sciences and is cited as the impetus for the career choice of many scientists. It is a playing field to explore social perspectives, predictions of the future, and engage in adventures unbound into the richness of the human mind. - Summary by A. Gramour For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the...";['Various'];2021-10-31T00:00:00Z;['eng'];56613;1062222129;['librivox', 'audiobooks', 'time travel', 'space travel', 'speculative fiction'];audio;https://archive.org/details/ssf_082_2110_librivox;librivox, audiobooks, time travel, space travel, speculative fiction;2021-10-31;8;56613;[{'url': 'https://archive.org/download/ssf_082_2110_librivox/SSF082_librivox.m4b', 'text': 'M4B Audiobook (174MB)'}]
135;conspirationmilliardaires_2103_librivox;La Conspiration des milliardaires;LibriVox recording of La Conspiration des milliardaires by Gustave Guitton and Gustave Le Rouge. Read in French by Isad. De l’espionnage industriel, une guerre commerciale entre les États-Unis et l’Europe (ou plutôt la France), des inventeurs qui réfléchissent aux conséquences de leur travaux et à la paix dans le monde, des péripéties et des rebondissements, un peu de romance avec quelques frustrations, tels sont les ingrédients de ce roman populaire qui comporte des personnages aux caractères très typés. - Résumé par Isad For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (233MB);"['Gustave Guitton; Gustave Le Rouge']";2021-03-31T00:00:00Z;['fre'];62136;1395251890;['librivox', 'audiobooks', 'guerre commerciale', 'espionnage', 'inventions', 'roman populaire'];audio;https://archive.org/details/conspirationmilliardaires_2103_librivox;librivox, audiobooks, guerre commerciale, espionnage, inventions, roman populaire;2021-03-31;2;62136;[{'url': 'https://archive.org/download/conspirationmilliardaires_2103_librivox/ConspirationMilliardes_librivox.m4b', 'text': 'M4B Audiobook (233MB)'}]
136;ssc098_2107_librivox;Short Story Collection Vol. 098;"LibriVox recording of Short Story Collection Vol. 098 by Various. Read in English by Ryan Lohner; Peter Thomlinson; Alan Lord; anniesmpk; Colleen McMahon; Wayne Cooke; ChinmayHota; Dale Grothmann; Jeremy Clark This is the 98th edition of Librivox Short Stories. Each story is selected and read by a Librivox volunteer. The french author Guy de Maupassant and the Indian writer Rabindranath Tagore feature strongly in this selection. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (166MB)";['Various'];2021-07-25T00:00:00Z;['eng'];55252;1015136699;['librivox', 'audiobooks'];audio;https://archive.org/details/ssc098_2107_librivox;librivox, audiobooks, ;2021-07-25;3;55252;[{'url': 'https://archive.org/download/ssc098_2107_librivox/SSC098_librivox.m4b', 'text': 'M4B Audiobook (166MB)'}]
137;book_jubilees_2108_librivox;The Book of Jubilees;LibriVox recording of The Book of Jubilees by Anonymous. (Translated by Robert Charles.) Read in English by LibriVox Volunteers The Book of Jubilees, sometimes called Lesser Genesis (Leptogenesis), is an ancient Jewish religious work of 50 chapters, considered canonical by the Ethiopian Orthodox Church as well as Beta Israel (Ethiopian Jews), where it is known as the Book of Division (Ge'ez: መጽሃፈ ኩፋሌ Mets'hafe Kufale). Jubilees is considered one of the pseudepigrapha by Protestant, Roman Catholic, and Eastern Orthodox Churches.[1] It is also not considered canonical within Judaism outside of the Beta Israel. - Summary by Wikipedia For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (153MB);['Anonymous'];2021-08-18T00:00:00Z;['eng'];53545;943613960;['librivox', 'audiobooks', 'christian', 'religious', 'jewish', 'dead sea scrolls', 'extra biblical'];audio;https://archive.org/details/book_jubilees_2108_librivox;librivox, audiobooks, christian, religious, jewish, dead sea scrolls, extra biblical;2021-08-18;23;53545;[{'url': 'https://archive.org/download/book_jubilees_2108_librivox/BookJubilees_librivox.m4b', 'text': 'M4B Audiobook (153MB)'}]
138;completeoriginalshortstories_2103_librivox;Complete Original Short Stories of Guy de Maupassant;"LibriVox recording of Complete Original Short Stories of Guy de Maupassant. (Translated by Albert M. Cohn McMaster; A. E. Henderson; Louise Charlotte Garstin Quesada.) Read in English by Tatiana Chichilla Guy de Maupassant was, and is to this day, one of the world's most celebrated short story writers. He famously tackled topics like the Franco-Prussian War and the disillusionment of life and relationships. This collection of his works, containing famous stories like ""Boule de Suif"" and ""The Diamond Necklace"" show off his lyrical and engaging style. The book is written in accessible language without being simple and is sure to delight a modern audience. - Summary by Tatiana Chichilla For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 000-049 (347MB) M4B...";['Guy de Maupassant'];2021-03-12T00:00:00Z;['eng'];51665;6820103596;['librivox', 'audiobooks', 'short stories'];audio;https://archive.org/details/completeoriginalshortstories_2103_librivox;librivox, audiobooks, short stories;2021-03-12;9;51665;[{'url': 'https://archive.org/download/completeoriginalshortstories_2103_librivox/MaupassantShortStories000-049_librivox.m4b', 'text': 'M4B Audiobook 000-049 (347MB)'}, {'url': 'https://archive.org/download/completeoriginalshortstories_2103_librivox/MaupassantShortStories050-098_librivox.m4b', 'text': 'M4B Audiobook 050-098 (306MB)'}, {'url': 'https://archive.org/download/completeoriginalshortstories_2103_librivox/MaupassantShortStories099-149_librivox.m4b', 'text': 'M4B Audiobook 099-149 (290MB)'}, {'url': 'https://archive.org/download/completeoriginalshortstories_2103_librivox/MaupassantShortStories150-184_librivox.m4b', 'text': 'M4B Audiobook 150-184 (150MB)'}]
